外牆	0.303913
住戶	0.261623
耐震度	0.223937
鐵窗	0.223937
版本	0.163397
園區	0.120327
建設	0.114541
維護型	0.111968
巷弄	0.111968
巷道	0.111968
外推	0.111968
內湖	0.101304
科學園區	0.090641
房子	0.090641
籌備會	0.090641
建築法	0.090641
國宅	0.090641
產物	0.087208
南港	0.084403
早年	0.082031
現狀	0.075078
動議	0.069313
青年	0.066669
軟體	0.063730
設施	0.063730
委員	0.062974
意見	0.060911
道理	0.060704
周邊	0.055606
都市	0.055216
意思	0.052411
這裡	0.050317
紀錄	0.050040
