-1.61E-03,-4.59E-03,-3.94E-03,-4.60E-03,6.53E-04,-8.26E-04,4.33E-03,-3.76E-03,6.92E-03,-5.22E-03,2.97E-03,-5.08E-03,1.02E-02,-3.27E-03,1.81E-02,2.38E-03,-4.88E-04,4.58E-03,-3.72E-03,____8__5________3_________1___.txt,1
-7.40E-04,5.78E-04,-2.80E-03,-4.92E-03,1.76E-03,-3.56E-04,2.34E-03,-2.78E-03,5.98E-03,-7.28E-03,5.15E-03,-7.65E-03,1.05E-02,-2.63E-03,1.80E-02,4.02E-03,-5.12E-03,5.10E-03,-7.06E-03,____8__5________3_________2___.txt,2
-1.39E-03,-4.35E-03,-5.42E-03,-4.50E-03,7.25E-04,2.58E-04,-2.04E-03,6.21E-03,2.15E-03,-7.16E-03,-3.02E-03,-3.53E-03,7.51E-03,9.39E-03,9.42E-03,2.13E-03,8.38E-03,-3.29E-03,-7.08E-03,____8__5________3_________2______.txt,3
0.00E+00,5.55E-17,-1.11E-16,-7.22E-16,3.82E-16,-1.04E-17,-5.55E-16,-4.58E-16,-5.20E-16,5.18E-17,-3.31E-16,4.44E-16,-1.11E-16,-5.13E-16,-1.33E-15,5.20E-17,3.12E-17,-3.82E-16,-1.03E-15,____8__5________3______________.txt,4
-5.31E-02,-1.70E-01,-1.03E-01,2.55E-02,-1.50E-01,-1.24E-02,1.41E-01,4.04E-02,1.54E-01,-7.17E-03,7.90E-02,-2.77E-02,1.05E-01,1.51E-01,3.06E-01,-3.21E-03,2.06E-01,6.86E-02,3.63E-01,____8__5________3____________.txt,5
-1.71E-03,-1.05E-02,-2.20E-03,-2.76E-04,-2.30E-03,-3.60E-04,5.95E-04,4.59E-04,1.17E-03,-1.98E-04,1.84E-03,-2.81E-03,-6.76E-04,1.44E-03,-1.63E-03,3.83E-04,4.68E-03,-2.68E-03,1.48E-03,____8__5________3___________________.txt,6
-1.69E-03,-1.07E-02,-2.27E-03,-9.85E-04,-1.98E-03,-2.96E-04,-2.72E-04,-5.39E-04,3.08E-03,2.45E-03,-2.21E-04,-3.20E-03,2.97E-03,3.04E-03,-1.71E-03,-5.92E-04,1.72E-03,-2.39E-04,8.69E-04,____8__5________3____________________.txt,7
-4.23E-02,-4.06E-02,8.78E-03,4.33E-02,-3.32E-02,4.86E-04,-1.63E-02,6.71E-03,-4.70E-03,-2.51E-03,-7.10E-03,2.40E-03,-1.79E-02,-1.18E-05,9.89E-03,8.51E-03,1.06E-02,-4.81E-02,-1.63E-02,____8__5________3________________.txt,8
-6.31E-30,1.69E-21,0.00E+00,-6.94E-18,-2.22E-16,-1.11E-16,-1.25E-16,-1.39E-16,5.55E-17,5.55E-17,1.73E-16,3.75E-16,-1.67E-16,-1.11E-16,1.11E-16,3.33E-16,1.73E-16,-1.45E-16,2.65E-16,____8__5________3______________.txt,9
-7.33E-06,4.67E-05,-5.68E-05,2.15E-04,-2.41E-04,5.39E-05,1.71E-04,1.79E-04,1.87E-04,-2.83E-04,2.01E-04,7.40E-04,3.77E-04,1.68E-04,-3.95E-04,-1.31E-04,1.02E-04,-2.53E-04,-1.70E-03,____8__5________3______________.txt,10
-3.26E-02,5.88E-02,-4.84E-02,1.10E-01,-1.10E-01,-1.82E-02,3.71E-02,4.90E-03,2.30E-02,4.42E-03,3.44E-02,-6.85E-03,2.33E-02,-9.54E-03,-6.58E-03,-1.80E-02,2.87E-02,2.74E-03,2.00E-02,____8__5________3_______________.txt,11
0.00E+00,8.27E-25,1.32E-23,-8.67E-19,-2.78E-17,-3.33E-16,-2.22E-16,-2.78E-16,2.78E-17,1.11E-16,1.67E-16,8.33E-17,-1.11E-16,1.18E-16,2.22E-16,-1.46E-16,-1.82E-16,8.50E-17,4.90E-16,____8__5________3______________.txt,12
-9.83E-02,-3.60E-02,2.09E-02,1.61E-01,-2.17E-01,5.67E-02,1.67E-02,7.68E-02,1.00E-01,-6.11E-02,2.66E-02,7.35E-02,-1.77E-02,9.18E-02,3.16E-02,2.05E-01,7.25E-03,-1.74E-01,6.97E-02,____8__5________3_________________.txt,13
-2.88E-02,5.28E-02,-1.10E-01,1.42E-01,-1.81E-01,1.74E-02,6.83E-02,-1.81E-02,5.29E-02,-4.99E-03,1.12E-01,5.11E-02,6.47E-02,3.78E-02,6.47E-02,2.13E-02,4.17E-02,-1.20E-01,2.19E-01,____8__5________3_______________.txt,14
-3.80E-02,7.52E-02,-9.64E-02,5.96E-02,-1.30E-01,-5.72E-03,6.36E-02,-6.61E-02,3.68E-02,-4.23E-02,1.25E-01,8.17E-02,1.08E-01,-1.24E-01,6.12E-02,1.56E-01,-1.41E-02,4.14E-02,-2.99E-01,____8__5________3_______________.txt,15
-2.30E-02,5.90E-02,-1.28E-01,1.02E-01,-1.13E-01,-2.42E-02,6.65E-02,-3.38E-02,5.61E-02,2.72E-02,8.88E-02,-4.33E-02,7.10E-02,-1.66E-02,4.50E-02,-1.47E-01,1.18E-01,3.67E-02,2.84E-01,____8__5________3_______________.txt,16
-3.42E-02,4.47E-02,-3.79E-02,5.66E-02,-8.29E-02,2.44E-02,3.42E-02,-2.49E-03,2.54E-02,-2.16E-02,5.11E-02,7.72E-02,4.47E-02,4.51E-02,5.12E-02,4.32E-02,-3.44E-02,-9.60E-02,7.93E-03,____8__5________3_______________.txt,17
-2.59E-01,7.23E-02,1.44E-01,4.53E-01,-4.24E-01,7.25E-03,5.10E-02,1.73E-01,8.53E-02,-1.01E-02,-1.33E-01,7.94E-02,-2.97E-02,7.39E-02,-6.88E-02,-4.95E-02,-1.82E-01,1.95E-01,-1.68E-01,____8__5________3______________.txt,18
-1.99E-02,2.55E-02,-1.69E-02,6.71E-02,-7.07E-02,2.39E-02,2.01E-02,4.81E-02,5.46E-02,-3.19E-02,-6.97E-04,6.34E-02,4.21E-02,3.58E-02,4.74E-02,3.56E-02,3.83E-02,-2.13E-02,4.62E-02,____8__5________3_______________.txt,19
-9.25E-02,4.10E-02,5.47E-02,1.20E-01,-1.08E-01,-5.27E-03,1.75E-02,6.34E-03,2.13E-02,-2.99E-02,-4.80E-02,2.91E-03,-1.51E-03,-1.22E-03,-2.78E-02,-7.89E-02,-6.68E-02,8.17E-02,-1.14E-01,____8__5________3______________.txt,20
-1.01E-02,-6.88E-04,3.97E-03,1.01E-02,-6.44E-03,7.41E-03,-5.00E-04,-1.99E-05,-2.67E-03,2.90E-03,-3.39E-03,2.79E-03,-3.00E-03,1.25E-02,-5.98E-03,5.96E-03,6.07E-03,-1.27E-02,1.05E-02,____8__5________3____________________.txt,21
-3.63E-02,8.98E-02,-1.51E-01,8.03E-02,-1.20E-01,6.65E-04,6.36E-02,-3.15E-02,-4.48E-03,1.15E-02,5.99E-02,-2.15E-02,1.58E-02,-1.01E-01,-9.75E-02,-6.25E-02,8.67E-03,4.91E-02,-1.63E-02,____8__5________3_______________.txt,22
-2.88E-02,5.91E-02,-9.09E-02,7.98E-02,-1.11E-01,-3.85E-03,5.22E-02,-3.15E-02,1.20E-02,-6.51E-03,8.21E-02,3.24E-02,6.19E-02,-4.12E-02,-4.89E-02,-1.32E-02,-8.15E-03,6.26E-02,-1.67E-01,____8__5________3_______________.txt,23
-7.92E-02,1.02E-01,-1.06E-01,1.35E-01,-1.27E-01,-2.52E-02,1.88E-02,-3.28E-02,-1.52E-03,-1.37E-02,1.27E-01,-6.95E-02,7.34E-02,-1.12E-02,3.36E-02,-3.02E-02,5.20E-02,-2.02E-01,-7.80E-02,____8__5________3_______________.txt,24
