官員,案件,記者,過程,態度,委員,弱勢,公聽會,民主進步黨籍,經貿,關係,對話,正義,國人,意見,責任,經濟,判決書,共識,貿易,東西,法官,家屬,銀行業,資金,國民,看法,人民,同仁,客戶,結果,狀況,財政,住宅,企業,基金,業務,方向,條例,範圍,問題,規定,代表,黨團,土地,民進黨籍,部長,主任,衝突,商品,人民幣,程度,閣員,發言人,程序,總統,小時,精神,正當性,爭議,在野黨,民意,意思,價格,金融,民主,議事,保險,事實,記者會,司法,需求,教授,董事長,行為,標準,法條,產品,立法院長,歷史,教育,學者,證券,投資,事項,重點,物價,行動,軍事,原因,地方,政治,基礎,下士,金融業,農產品,事情,可能性,被告,工作,方面,法務部長,機構,爭執,人才,首長,內政,角度,豬價,財政部長,市長,存款,提案,原則,法規,協議,決議,上限,方式,反應,內容,主委,風險,法案,因素,機關,理由,措施,民眾,時間,廠商,一審,豬農,比例,政務,農民,談判,新台幣,主管,說法,檢察官,機會,權益,黃金,時候,國民黨籍,關稅,國家,影響,全民,成本,辦法,成果,初審,業者,要求,服貿,機制,發言,單位,朝野,主席,資料,研討會,報告,人士,海峽,旅長,體系,產業,經驗,部會,媒體,農業,衝擊,方案,利率,能力,數字,團隊,議事錄,會議,人員,陸軍,政策,事件,小組,證據,進度,行政,檢方,交易,民進黨團,消費者,競爭力,養豬戶,願景,制度,建設,立場,情況,利益,議題,順序,承諾,政府,立委,豬肉,內閣,項目,貨品,社會
53.658556485730919,37.893484994415068,37.002387025520434,33.238941294812093,30.910013849839785,27.98236516463809,26.44285314605083,25.955987550320184,25.415510611828669,23.720089742647371,22.444562967049087,20.630373252982306,18.928194436737474,17.830719689065376,17.124089500049195,16.937665275261303,16.341702975998498,15.593816254971175,15.337580284387881,14.565538084718195,14.364622630214562,13.795284384453876,13.636969434818628,12.929962594985318,12.816466465289565,12.690191661151301,12.490459374782624,12.060835868196426,11.831891763849995,11.554541655657593,11.233667668915682,10.986119897508381,10.747746343484767,10.552786265219694,10.46351682311013,10.204493633937718,9.8978073990950026,9.7615891746333272,9.4473088132067335,9.4180613992168141,9.1325439930650525,8.8897622929906515,8.6111816171676292,8.4739483392912955,8.3285134885479071,8.2025929257514072,7.9780806993229927,7.8201128570863006,7.5968286952503208,7.5874121253970284,7.333712277573289,7.1263978705069801,6.9743577070222562,6.8454967300910345,6.72037965768319,6.5059188489471831,6.2986414651727864,6.1840099843970995,6.1203436081875564,6.0963140375964455,5.8922145546823899,5.795224973610444,5.6238398545353006,5.4604392161771189,5.336475548462154,5.1359008023484884,5.040445572316834,4.9857601906602165,4.9241085222516947,4.8715928220423237,4.7572026320668961,4.5476370753326378,4.4927819961392279,4.3185492416475215,4.1681305466935941,4.1188476687432294,4.0507837401844862,3.9069925904613148,3.7896008189699932,3.6861957510742589,3.5984654505347726,3.487645018717088,3.4455993114904797,3.3459030492797437,3.2425776333467966,3.1312727991983222,3.0172295555761339,2.9999268788543967,2.9180361658395477,2.8639712088964187,2.8034177268977563,2.7311506089816184,2.6502036244865863,2.5515173585043782,2.4826988850448943,2.4134865798930845,2.2962788615316567,2.2493049934554139,2.1696818615565419,2.1396053462222984,2.0986221920447008,2.0672803740741128,2.0087147899371751,1.8513714533876997,1.8329980306167952,1.7352077196460371,1.6491413746256038,1.5903993592127177,1.5463718056874673,1.5087347683486148,1.4299479929543939,1.4012417874055387,1.3318641418116848,1.2608511371569464,1.2266307116695501,1.1543685685636966,1.0667585930138406,0.97386295406409273,0.89688850802300935,0.79724225269023663,0.72045941874895636,0.6697539051268081,0.55135394529324211,0.45277127539699302,0.357526686569481,0.32619632555337763,0.23188479322158059,5.7549718578720211e-15,5.5462411516786169e-15,4.4485325051018333e-15,4.2730862562149634e-15,4.2730862562149634e-15,4.2730862562149634e-15
